text,label
glaiza kwarenta,0
one vote firmly believe put roxas second place garapalan ha election number halalan number halalan results,0
binay talking president hides mamasapano yet fuck face hides senate inquiry,2
pos,1
big switch number miriam lol roxas poe binay supporters switched dont us,1
plot twist mar roxas disguised duterte,1
viral netizens react vp binay boy scout uniform photo ... url,0
naiiyamot commercial binay sorry sorry,0
pag nalamangan roxas si duterte malaking kalokohan yon halalan results halalan number,1
astig mo po vp binay binay makati san,2
pagbabalik binay makati url,0
mar roxas quit roxas quit url,1
meanwhile magdalo survey october number number 2015_number grace poe number jejomar binay number mar roxas number miriam santiago number juanvote,0
debate day,2
poe ready nagaral,2
duterte prepared nagbasa,2
roxas confused kakayanin,2
binay kodigo,2
santiago absent,2
©,1
rt username mar roxas quote clean gimme break mrt lto bidding contracts p number b unliquidated dilg yolanda htt …,0
naman ad binay tae,1
username think duterte gain poe disqualified kampo binay nagsimulang pumukol kay poe ph vote eleksyon number,0
username opo binay wag kang mag alala di kita iboboto ha soompiawards number team super junior,1
official campaign kick lets use official hashtag roxas robredo,0
dami ieendorse si mar roxas daniel,0
rt username ayoko nanonood tv eh napapanood advertisement binay umay,1
binay struggled fell ampatuan question trap pili pinas debates number,0
vote roxas halalan number mar daang matuwid roro rising relax wala balwarte roxas robredo,0
nakakairita talaga itong infomercial binay,1
di alam everytime muka mar roxas e naiinis nyeta,1
mar roxas wants unity duterte unity miriam youth miriam ayaw dilaw,1
binay love blind love blind kita nog nog hambog url,1
sc set tackle edca validity makati mayor binay suspension url,0
si binay inutil kasi wala,1
beyond politics trillanes says negative campaign binay address binay issue asked via anc …,0
surprised one day abs effin cbn changes logo yellow freaking ribbon bias af duterte till end,1
validate ‘ tanim bala ’ aquino orders dotc binay calls immediate firing ots personnel naia url laglagbala,0
“ @miriamlines @kuya duterte sabihan mo yang si pareng binay wag magvivideo madilim ” litsi,1
username kakapanuod lang kamustahan kwentuhan daniel padilla mar roxas spotted mor … url,0
e sana pinatupad mo binay edi ba vice president pilipinas,0
talaga lang ah pangit talaga commercial binay,1
kay binay libo libong bata nakapag aral libre malamang vice president trabaho yan brainer shit,1
... driver informed wife ... number brothers family members switched roxas robredo url,0
makati stays binay hands url election number,0
nakakapanghina man desisyon n mar roxas,0
jejomar binay naawa characteristics,0
businessmen kaharap mo binay wag di mo maloloko ...,1
pangulo si mar roxas ishare mo number tao within number mins magkakaron sobre wag kang ... url,0
mar improve ratings binay charged w plunder yet let vote grace leni next pres vp ph vote number,0
wala akong pake pang mar roxas mahalaga nangunguna si duterte election number team duterte,0
rt username toni katangian niyo kayong big winner binay nognog pandak laki hirap,0
nakapaka desperado mo mar roxas,1
bugtong bugtong mas malaki pag nakaupo papa binay ha true,1
mananalo halalan binay hala mang evacuate tah,0
mar roxas say tanim bala url,0
wag nyo iboto si mar roxas,1
bird flu lie swine flu lie would even come surprise duterte till end,0
marcos conjugal kleptocracy binay basketball team corruption devil deep blue sea url,1
grabe di kinaya itsura binay ha url,1
username manalo si grace poe puro showbiz nanaman gobyerno notopoe binay number,1
artikulo uno isama lp mar roxas username username username username url,1
username smh mar roxas,1
si jojo binay laki hirap namatayan ina pambiling gamot pinamanahan milyon joke yon rape joke,1
grabe talaga tsk tsk,2
duterte till end,2
notomarroxas url,1
id rather choose poe mar daang matuwid overrated lp empowered,0
eto rank,2
number mds,2
number digong,2
number poe,2
number binay,2
number roxas,2
pili pinas debates number,0
username username duterte said last month resolve traffic number years lang ha roxas robredo,0
grabe kanina miriam bbm uhm ... dubredo hmm bkt di miriam binay bkt di marcos grilledilocanohere,1
binay takes swipe poe cavite city vice president jejomar binay thursday took another sw ... url via abs cbn,0
sen trillanes duterte worse jejomar binay url,1
tangina naman mar roxas sobrang uhaw kapangyarihan,1
binay maintained number hectare,2
hacienda saying share property amount much url,1
ombudsman upholds criminal charges vs vp binay son url,0
pag nag sorry si duterte asahan niyong galit yung supporters niyan pag natanggap yung sorry binay rape binay pro women,1
di pwedeng tumakbo si junjun binay mayor makati baka palitan kapatid si abigail binay,0
mar roxas want american president mar roxas need help american url,0
nagpapaka du riam binay mar lumalabas,0
ba panayam kay mar roxas ikalawang bahagi url url,0
keynote speaker print con number senator nancy binay username,0
updated,2
binay honasan,2
duterte cayetano,2
poe escudero trillanes,2
roxas robredo,2
santiago marcos,2
santiago wala vp =),0
putanginang commercial mar roxas sige nagpalago call center agency yan di laht boi,1
si binay yung manliligaw mong pag asa zero maghihintay pading ikasal maconfirm url,0
yung commercial talaga binay eh aldub number th weeksary,0
nga ba naka puti nanaman si poe,2
pili pinas debates number whitelover,0
binay fucking disgusting jesus,1
rt username every time hear nognog binay campaign ads automatic reaction boba utak biya utak,1
nahiya commercial roxas binay kakapal mukha nyo lakas nyo mag advertise dami nyong nakurakot eh,1
afp modernization projects p noy mar roxas leni robredo,2
ituloy daang matuwid url,0
ba p noy sabotaging mar roxas parang naniniwala n n onlybinayonlybinay,1
mar roxas scares see greedy prson really dsperate win lost hs race binay fw years bck nw bck,1
rt username mananalo si binay president si pacquiao senator ewan nalang,1
username binay,0
mar roxas magtataka pumangalawa,0
mar give way accept defeat wag mo idamay si poe binay ayaw dilaw,1
username scale number binay gano kaitim charot :-(,0
username username yup binay duterte cut cloth ...,0
username vp binay also classy thing conceding one mar roxas,1
mandaya man hinde tanggapin mo nalang talo kana mar roxas halalan results halalan number,1
able watch pili pinas debates number earlier change fact tanga lng talaga boboto kay binay iboboto sya tanga,1
username ahaha pwede nga ding solusyon kapogian pilipinas u know maka binay gene dumadame rude kill,1
dear noynoy aquino mar roxas akala niyo mananatiling tanga sainyo well pwes mg dusa kayo duterte till end ayaw dilaw,1
si roxas lang matinong sumagot next si miriam yung puro motherhood statements si binay drama rin,1
nognog pandak laki hirap di syang perang nakuha yan si binay,1
bear see roxas trillanes lp words daang matuwid media abscbn mati lanao pre election votes went roxas frm du number,0
kandidato nag ikot probinsya inikot vice president jejomar binay lalawigan laguna ... url,0
nung nognog ngaun namn pandak ... wag mo nga idamay binay ... try mo naman ba corrupt ... binay,1
binay make decisions right away roxas everything people running duterte bad mouth deliver,0
tsk nasa bolbok daw si binay daw trapik,1
maka batikos naman si binay p noy admin hey mister know technically part administration aldub hopia likeit,1
di trip si binay roxas puro parinig paawa tangina andaming kadramahan buhay,1
cayetano p noy roxas trillanes poe abscbn nagsabwatan daw pagpapalabas anti duterte ads username philippines,0
really gracepoe llamanzares url,2
prolife philippines binay honasan number eleksyon number halalan number,0
lang bomoto pcos duterte mar lumabas bwiset rumingpolitikani roxas url,1
du number poeso,2
changeiscoming gobyernongmaypuso ground core ktv url,0
username akala si binay haha joke aldub happy bday lola,1
umay umay nako commercial roxas tsaka binay puta,1
marcos escudero lang binay duterte logic lang yan manalo corruption yan realtalk juan pls harapan bise,1
kaninang umaga nawala ung pusa si duterte tapos naman nasagasaan ung pusa naming si roxas,2
wtf,0
lang sagot kahirapan maiangat pilipinas vp binay,2
binay un asa ilocos,0
rt username puro si binay nasa feed di siguro taga makati galit galit kayo kay binay di nyo kasi naexperience yung mak …,0
binay shocking thing makati corruption fact u shield ur son temptations url,0
please poe dont mention father debates like pilipinas debates number,0
hi abs po mag cover proclamation binay si atom po ba,0
mar roxas pinakadakilang desperado kapangyarihan halalan results,1
bwisit commercial binay yan,1
username nga blocked nalang di patulan roxas robredo roxas wanted president,0
coa irregular daw contract omg please vote anyone except mar roxas,1
parang plano agad si duterte focus sya unlike roxas binay nagiisip isasagot wanted president,0
yung totoo absent si mar miriam binay tinamad lang ba kayo ph vote leader want gave free publicity dut cay,0
petition block binay campaign ads nognog,1
think ...,2
duterte balubal,2
roxas balubal liberal party,2
less number cars ... url,0
video mar roxas itinangging kinalaman umano pag boo kay vp binay cebu url url,0
si binay lang angkinin nyo wag si yaya dub url,0
another dance number makati mayor bet abby binay vice mayor bet monique lagdameo username url,0
president rody duterte v president bongbong marcos secretary miriam santiago cleaners mar roxas jejomar binay halalan results,0
username username nga kalokohan kasi nga matagal batas yan panlilinlang binay,1
wait binay criticizing idea wearing boy scout uniform walking like princess ... url,1
pag aabang pagdating mar roxas malimgas market pangasinan dagupan city via username url,0
rt username pagnakulong si binay si miriam haha url,0
wish vice president jejomar c binay url,0
username mar roxas,0
ngaun makikipag alyansa kasi tagilid kaloka talaga mar dasal dasal lang antiduterte noto lp noto poe ayaw dilaw du number,1
username dilg sec mar roxas mayor duterte receive awrd davao city consistency yang ping ssbi mar lban ky mayor,0
username disclaimer di maka poe sadyang pro duterte lang anti poe si ate :),0
pag talagang si roxas binay mananalo magiging alien nalang kesa unti unti nagiging worst bayan wow,1
baka bukas pagkagising number si mar roxas ah wrong kayo dyan haha,1
grabe paninira kay duterte kagagawan mar roxas tumatakbong presidente wala pinanalo tinakbo,1
binay vows continue cct program url via tempo,0
money talks isnt binay jail money screams corrupt officials keep taking url,1
pili pinas debates vp leg corrupt si vp binay based evidence sen trillanes,1
number hakot awards darren,2
number two days maj asty,2
number vp binay,2
number byron scott,2
number alma moreno,2
number 11_number time pht trndnl url,0
nognog nognog excuse di sunog balat ha wag kang mandamay binay,1
username username username chill lng kayo ready si vp binay depensahan wait lng busy eh ph vote binay,0
username also released full video binay uplb forum get sentiment despite roast,0
phvoteduterte,2
notoroxas url,0
rt username cheapen presidency duterte tells poe camp halalan number url,0
pang tutulong nognog eh di nognog luh binay lang nognog wag kang nandadamay url,1
username binoto mo roxas trillanes,0
mar roxas rerespetuhin sana kita eh kaso yung mo di karespe respeto di alam tanga tanga talaga ayaw dilaw,1
lp ‘ black ops ’ vs poe binay bared url manila news asia,0
hey idea let roxas poe binay quit encourage voters vote sen santiago ayaw dilaw,1
tale number data sets neda cites recovery e visayas binay says govt stats show number poor url via news number,0
im surprised binay campaign manager didnt go v day vinay number okay :/,0
palagay ...,2
sinong nognog sinong pandak,2
binay wag kang mandamay oyy grabe ya oh,2
nag ... url,1
thinking someone among us withdraw withdraw username roxas call talks,0
oo mar vote roxas robredo leni mar leni wins salute mar roxas url,0
username username tatanungin roxas eh kasi class si duterte mura mura,1
username poe want binay beat number actors slate,0
username well tama pagkasabi mo c binay poe miriam eendorse daniel ... infairness daniel choose best,0
rt username ... kaso ayoko kay mar roxas talaga ha feeling kwenta eh lt bea ha,1
wala guro propesyunal tandaan mo yan binay,2
nog nog hambog,1
manalo wag lang si mar roxas,1
username u always lyin u kennat fool got dem binay powerzx url,1
pag nanalong presidente si duterte bumalik sana poe pinanggalingan taong tunay malasakit inang bayan,1
rt username bayan mar roxas leni robredo tamang timpla tamang tamang desisyon roxasrobredo number url,0
consistent candidate vp binay sigurado boto sampu kamag anakan username,0
username pang vice president pang kurakot yan si binay tsk,1
rt username duterte binay trillanes wala akong itutulak lulunukin nalang mandate tao pilipino url,0
bayag ba si daniel padilla lakas loob iendorso yung putapeteng si mar roxas pera pera nga naman,1
sana si allan carreon nalang manalo imbis si mar roxas wala akong pake supporters nya aawayin,0
username username agoo pnp provided area security police presence visit vp binay agoo la union url,0
rt username dont vote corrupt politicians binay duterte url,1
senator miriam santiago hits corrupt government officials url via eagle news,0
username guess message though wonder commenters profess full support binay romualdezes,0
binay makati business makati theft mar roxas url,1
tuwing tvc mar roxas nililipat muna ibang ch kairita eh,1
voting du number voting gp mds fret selfish poe greedy mar disente kuno matuwid kuno,1
bka paasahin lng tyo neto pra sumaya nmn tyo tas huli si roxas lng pala mananalo way,2
ph vote duterte,0
username honored ha tatalunin si binay obviously ha,0
manalo lang talaga si binay poe tangina goodbye philippines,1
bongga si mar roxas dami haters hahaha baka phenomenal yan hahaha,1
si pope username nga napatawad si mayor duterte si mar roxas ibang kalaban nya,1
si mar roxas lumalabas si binay binoto waw,1
plunder mag amang binay inirekomenda partial report senate blue ribbon subcommittee url username,0
fukk wrong binay really new ad,1
pinainit naman binay ulo jollibee nagkakamay possible good true oa publicity wag,1
ppcrv presidential candidate results partial time p number duterte number 51_number 853_number number roxas number 861_number 153_number number ... url,0
talaga gets nung si binay yung ginanun tuwang tuwa tao nung kay duterte biglang bastos ugh sobrang nakakabadtrip,1
username username balita gma room mar roxas eh,0
man yung binay wala parin kayong karapatang nog nog hambog,1
aguyyyyy boooohhh ... vp binay kaw laman debates corruptions hahha ducay cayetano,1
reelectionist sen sotto says arrangements yet w vp binay campaign show honasan sorties halalan number,0
number k atey ok siguro binay bongbong pilipinas bad,0
sanay akong maloko feeling pag nanalo si mar roxas bukas,0
understandable number st si duterte si roxas number nd tapos si mirriam number th,0
binay nha fault yolanda housing woes url url,0
bwaha tangina si mar roxas sasamahan asan mi nagtitinda shabu amazing hahahha url,1
sayang poe nakipagkaisa kay mar roxas magquit mag give way kay miriam :( big switch number miriam,0
gago ph vote duterte,2
kailan malapit halalan number nagkakalat,2
talks shit ba ratings till ph vote poe wins,1
roxas denies lp role binay booing cebu administration bet mar roxas denied alleg ... url via gma news,1
rineserve si god sayo wait mo lang wag mong hapitin sige si anak binay ibibgay god sayo url,1
pag iyang putanginang mar roxas iyan nanalo aba putangina lang ayaw dilaw,1
mar roxas withdraws request namesake lp url,0
pwede ba binay hiya hiya huh,1
si pacquiao plan b binay si alma naman leche plan,0
wtf mahahati boto kay miriam duterte hay nako,1
anyare ba kina mar roxas,0
good morning pilipinas tuloy tuloy magandang umaga bukas let choose good leaders roxas robredo url,0
username love miriam ... really say number going duterte federalism still open options,0
still disappointed people voted binay roxas instead santiago,0
rt username username username ha pakyu binay miss kayo,1
binay blames aquino failing act blood money proposals url url,0
vp binay ... di naman nakakainis nognog maliit pandak etc ...,2
pulpol,1
leyte roxas next du number tanggap binay eh tangina nakalimutan niyo ba mar roxas wala pala,1
desperate mar roxas grabe going national tv asking grace poe withdraw kahihiyan,1
ha natatawa talaga bulag bulagan sya kay binay url,1
rt username iirc duterte lambasted poe anti federalism changed view url,0
every turn mar roxas impresses audience businessmen tv hosts newspaper journalists youth ordinary citizens yesto mar,0
username nag dukot kay binay,0
dutertes barbarism poes dishonesty brother sister url ph vote duterte,1
bet nag sihan camp mar roxas trillanes abs cbn,0
soldier country trillianes fight like rebel scum duterte till end,1
desperate mar roxas booooo ayaw dilaw,1
username panakot lang yun nancy binay eh,0
‘ ca order junjun ’ dismissal expected ’ – binay spokesman url url,0
yung taong puro issue paninira lang alam shut lang username respectfor binay salute vpbinay,1
naman pala traffic nung motorcade binay muntik partida nasa gitna ... url,0
aquino roxas conspiracy insult filipinos ph vote url via username,1
pano si miriam,2
sana pala nag vp nalang si duterte,0
rt username ung nababasa fb kamukha daw sya binay tawang tawa ha aldub number th weeksary,1
rt username username mar roxas runaway leader political spending binay poe far behind number nd number rd username,0
‘ ’ scared binay ’ https :/ co xfvq9j8iur takot takot kakapalan mukha kaitiman gawin,1
cover yung sinakyan binay pang kampanya zambales eh maitim sya wala nang magbabago ha :d,1
binay yolanda rehab management disaster url via username url,0
mama like u cos likes mar roxas,0
every time look hear binay words really feel lying like,1
tigil tigilan mo nga yang palakad lakad binay nakakabwesit,1
... binay puro ho allegations lang yun wlang pruweba ... oo kang alligator kuweba alde nvasion number days aldub tagapagmana,1
bwesit tang commercial mo mar roxas milyon trabaho puta backer kylangan ... amputa ... mkuha trabaho gobyerno,1
leche binay maipangtira kay poe ha url,1
username lalo si mar roxas pesteee ha,1
brigada news update pagdinig graft case mrs binay ipinagpaliban url brigadanews brigadanewsfm,0
like leni hndi pwedeng manalo ata si mareng leni manok sya roxas baka sya magpabagsak duterte administration,1
iboboto mo mar roxas binay,2
wala di boboto,2
wooowww harshhh waha,1
nog nog,2
pandak,2
laki hirap,2
yan si binay,1
miriam case kayanin duterte win roxas,0
ofw rights ’ advocate toots ople agrees guest candidate completing vp binay ’ senate slate p hvote,0
bayaan ... duterte santiago,0
napakawalang kwenta nung ad binay,1
roxas iginiit kinalaman lp pag boo umano kay binay cebu url,0
using innocent children ur black propaganda lowest low type campaign disgust mar roxas lp duterte till end,1
wait si mommy pili pinas debates number grace poe number url,0
rt username kasi presidente abg pinaplanong takbuhin duterte di ba pwedeng sya lang vp miriam,0
si binay enough pity fest sob stories debate url,1
nakakatakot ikakampanya al dub si binay al dub eb tamang url,1
either binay lying people supporting p noy five years lying attacks lazy teka teka govt,1
number accused uplb students booing binay abscbnfail url,1
grabe pala ganun makapagsalita si manny pacquiao tao sya jejomar binay,2
pray manny pacquiao url,0
rt username political ad kay binay libu libong kabataan napag aral maraming matanda buhay prinsesa,2
pera …,0
mar ranked number th among local absentee voters afp pnp gov officials duterte binay poe ahead roxas url,0
rt username liars go hell wag mag taka sunog si binay :),1
saw black propo ad showing children using swear words campaign vs duterte ... outrageous eleksyon number,0
since tatakbo si duterte iboboto mo pamilya … — mom rodrigo duterte dad mar roxas miriam defe … url,0
hope fooled vp binay sweet sounding words problems w nognog pandak dark short like corrupt,1
vp binay cuts short ilocos norte campaign prepare debates vigan city ilocos sur — vice ... url via gma news,0
sec mar roxas win,2
mar roxas theway,0
cheapen presidency duterte tells poe camp halalan number url url via abs cbn news,0
username mar roxas nyo n mauuto tao dalang dala n inyo oras n lumayas kayo pwesto duterte tilltheend,1
username dyan magaling throwing bad issues vp binay,2
binay makati san,2
pagbabalik binay makati,1
rt username binay optimism goals finals url,0
vp binay dances ai ai de las alas campaign kickoff username url,0
ulol mar roxas wag kagigising lang,1
mar roxas win,0
si duterte panalo votes si daw roxas magiging presidente dayaanfeels,1
wala g inc votes happen choose grace poe new president atleast si binay ... url,0
username username si nancy binay tsaka si vp hanna,0
believed mar number nd place poe number rd election number halalan number,0
wanted president interviews far binay ha diretso sumagot roxas animated pagkumpas malayo sagot duterte ba,0
omg dj username si mar roxas atleast si binay,2
psy pagyanig,0
poe mmk story,2
another mmk story pag si mar tulooggg,2
pili pinas debates number,1
nooo mar roxas url,0
bagong campaign ad nanaman pala si binay ... daming pera ah binay,1
di kinaya yung ky binay ha url,1
digong duterte really sit mar roxas show better presidential … url,1
mar roxas obviously win cheated,1
sorry still move mar roxas blamed victims laglag bala scam z,1
si duterte si poe lang maglalaban election yung baka di manalo pag si miriam nanalo number nd humanda kayo,0
username nognog pandak laki hirap yan si binay,1
ba panayam kay mar roxas ikaapat bahagi url dzmm tele ba url,0
waiting roxas binay trillanes concede du number,0
paolo roxas thanks crowd support means much ph vote roxas daang matuwid url,0
username owww shit wag niyo idadamay si binay,0
swerte binay napansin username url,0
tangina mar roxas pake nag susuot sira sirang damit bahay nyo,1
rt username major plot twist dna test result positive would make grace poe bongbong marcos half siblings,0
totoo nga un kaso problema bawal gumamit bata bina yarang ruming po elitika du number duterte number url,1
“ @notobinay2016 well think need unite one candidate get biggest possible chance defeating binay ” loser yan,1
di pwede yang pag iwas mo corruption issues vp binay harapin mo tao baka boo aparri jolo url,1
vp jojo binay said aquino admin known period missed opportunities unfulfilled promises,2
url,0
username damn binay annoying,1
puro political ads mar roxas nakikita turns tv,1
eh nga rank number deserve mar roxas eh bumoto diyan,0
napalaw si mar roxas,0
lang ba yung matic napapamura lumalabas tv yung campaign ads vp binay annoying asfvck,1
rt username pwede ba binay ... manahimik naiinis nakikita naririnig boses mo tv caps yan intenses aldub la …,1
nov number pangako yo saw tv ads jojo binay martin romualdez alan cayetano epalwatch,0
yan binay,1
let play drinking game take shot every time see yellow daang matuwid roxas robredo tarpaulin,1
based looks daw aba binay nako dyan url,1
binay binay,0
radyo patrol militante sss pensioner nag rally mendiola veto p noy zero vote umano katapat kay mar roxas via dzmm …,0
rt username duterte already filed coc mayor davao left nothing one good choice defensor number,0
username di ... first choice si binay,2
serreh di nag paregester di boboto ha ...,0
binay completes senate slate url url,0
coz edm bangerz fridays,2
j binay x roxas url,0
magtulungan let ’ sense shared destiny shared destruction ‘ yan problema pilipinas eh username miriam number,0
username ha diba nakaka inis binay binay dami alam takte xd,1
si mar roxas nagpatalo alaska,0
wecome mar roxas noy noy aquino,2
palanga guid namon ...,2
roxas city capiz vote maine fpp kca,0
journeyto number notes binay,2
url username url,0
ñaque mayor oliveras vp binay rep tambunting ñaque city hall username url,0
desperado talaga roxas nag presscon kay duterte roxas,1
binay appeals graft indictment says ’ meant ruin number run url via username,0
anyone notice apec number vp binay nowhere found,0
nakakasira araw edi yung commercial binay,1
others judging mar roxas coz hate wrong election number,1
mar roxas putang ina ba url,1
username malelate kasi wala kang makikitang medyas nagfoot sock lang ulit matatrapik kasi nandun pala si binay,0
puppet daw dilaw si leni puppet asul si binay poe puti duterte pula rainbow pala eleksyon number leni recount vp,1
investors wary binay win –eiu url username vote ph number url,0
headline,2
inc vote du number omg,2
nothing inc c mon ... religiously speaking ... url,0
thought binay worst presidential candidate could ever mar another level mar roxas,1
thank mar kasi binay marunong tumanggap pagkatalo,1
rt username si apl maitim di naman nognog maliit di pandak laki hirap di nangurap si binay kurap laging paandar http …,1
ruffa mae username lumabas rin suportahan sina roxas robredo bayang matuwid url,0
look binay sign ala hollywood rises banaue rice terraces url url,0
wag mo subukan iangat mo binay hampas kita lupa eh binay epal,1
rt username congrats mar roxas declared datu lanao del sur sure earned people voted ch …,0
username ayaw tao si mar roxas kasi syang alamat kapalpakan,1
nakakapagtaka parin yung votes kay mar roxas,0
mar roxas anong pagmamakaawa mo jan boboto sayo parehas kayo binay,1
binay itim mo,1
nation sc ruling bittersweet junjun binay url via abs cbn news,0
alma moreno ok despite bashed tv interview binay halalan number url url,0
duterte god nong si binay pinahiya keri lang ganern ignore,0
watch mar roxas wife korina eat breakfast palengke ahead voting url,0
syempre binay maghanap kalaban url,1
nabadtrip nako aning commercials mar roxas ba,1
username binay,0
lagot kayo du number fans nanalo si mar roxas dayaang dilaw eleksyon number tama,1
miriam deserves higher rank poe roxas binay du riam,0
rt username dyan magaling binay lakas gumasta kasi pera naman taumbayan url,1
many things happened inside makati coliseum today makati residents finally taking stand binay people saying ...,0
buhay party list representative lito atienza giving speech party list supporting binay p hvote url,0
campaign manager nitong si binay pwede bang ibahin nyo naman yung concept much better wag kayong tv commercial,1
see mar roxas ... tignan mo anung mo mo pilipino nag away away mong ... url,1
ngawa roxas talo lang binay eh binayfor president binayparin binay,0
bias bias naman yung network kay mar roxas halatang halata,1
look aerial shot roxas robredo miting de avance photo username vote ph number url username,0
si mar roxas iboboto ha awayin niyo mapanghusgang tao mapang husgang mundo social media,0
yung commercial binay yon nilalait ba pinupuri anggulo bessy,1
rt username binay ilabas mo pondo bayan wag mo cake mo ha,1
mar roxas pasampal nga lang,1
plataporma daang matuwid pangunguna roxas sama sama po ipaalam konkretong plano mar url,0
si ateng naka cross legs jip ayaw umusog binay supporters rally traffic af ugh rolls eyes,2
pilipinas nga naman asenso,1
username um parang du number makulong si binay ... ayaw lang du number manalo si mar incompetent,0
mar roxas daw problema gobyerno tanim bala scam ... ahhhhh po pala,0
miriam duterte please wag lang si roxas,1
rt username daw nognog nag bigay liwanag tigas mukha neto binay,1
mar roxas meeting de avance tomorrow quezon city blocking passes duterte ... url,0
desperate move rt username mar roxas calling grace poe talk unity mag usap username,1
kang si mar roxas e patagong nanloloko,1
desperate mar roxas get going national tv asking grace poe withdraw smh,1
manalong presidente si binay,2
doomsday username,2
scary story number words,1
vp binay fake ...,2
onlybinay,0
grace poe simple lang problema nandyan ama panday pili pinas debates number,0
rt teddyboylocsin ncr survey number 136_number respondents duterte sub duterte number binay number poe number roxas number sabio number santiago …,0
madami po nasabi si binay paulit ulit po poe,2
si mar madami nasabi cuz obviously scripted,2
pili pinas debates number,0
haaay nakooo binay leche sarap patayin tv pag commercial ...,1
umay commercial binay nognog pandak paba haha putcha tamaa makati nlng,1
username criteria corrupt binay women spare cars duterte poe dq santiago cancer gigil roxas,1
duterte powerful either roxas poe willing step strengthen either one race duterte win wow,0
astig sayo mar roxas,2
ayaw dilaw url via username,1
retweeted al dub ™ @ofcaldubkoto ): updated du number number poe number 617_number roxas number 674_number binay number number santiago number number election number,0
number second chance charlhone,2
number abigail binay,2
number loishua music lyrics,2
number derpcon number,2
number gone girl,2
number 18_number time pht,0
nagdidikit si roxas du number di halata nagkadayaan dont us roxas,1
ayan nanaman yung binay leche,1
bata nagtatanong ... sagutin nyo lang roxas robredo,0
duterte miriam hirap mamili haha,0
something mar roxas ganon lang ba yung takot niong manalo si du number :3,2
ayaw dilaw shut lang,1
feeling si mayor duterte mananalo lang sen poe,0
ready akong sumigaw kanina nadaya lalabas si mar roxas resibo buti haha eleksyon number,0
gp still race number way fight rin regional strongholds wala si gp likely binay gets,0
kairita commercial binay zzz,1
rt username username username oily mukha vp binay,1
username mapanood speech vp binay cong erice wala naman laman ampaw ampaw puro general accusation,1
rt username trending philippines time pht number maris ningning finding ña number two days maj asty number vp binay number byron scott number mabuh …,0
rt username bahala kayo buhay niyo mar roxas number years url,0
ongoing vp binay keynotes k number symposium hinunangan southern leyte url,0
rt username binay anong klase kang lalaki binay nognog pandak laki hirap di maraming nagawa yan si b …,0
badtrip kabday kasi si binay e,1
kasinungalingan naman result kay roxas mag satisfied pah c grace poe ... dayaan please lang,1
rt ratsada balita iz mendoza naman wala pang napapatunayan binay iamalexsantos via dwiz number,0
nancy binay mistaken maid politiko reacted politiko url,0
puro daw sandro marcos jake ejercito ryan recto brian poe luis hontiveros sebastian duterte paolo roxas naman daw si jun jun binay,0
debates summary magaling magsalita poe roxas matapang defensor santiago duterte nognog pandak laki hirap binay,0
sinungaling si binay url,1
lss binay,0
omg di tapos mahiya naman junjun binay url,1
makati rep abby binay sms rapplerdotcom last week informed office city hall used b … url,0
nuisance candidate diumano si mar roxas ... url,1
si mar roxas anyare dayaang dilaw dayaan moves url,1
vp binay ba masyadong matraffic mali namamahala,2
binay namamahal mali rin,0
“ @factsionary friends health risk smoking pack cigarettes day ”,2
roxas robredo,0
duterte president mar roxas kagawad,0
username babe federal republic bicameral system congress cc miriam duterte binay batmanv superman,0
balita tax pag presidente si binay nakakaawa naman makakapagnakaw niyan,1
wag kayong bumoto presidenteng mas matalino kayo mc duterte sapuuul roxas,1
selfie binay url,0
umay kay mar roxas saka kay binay araw araw mo ba naman tv nyo eh,1
dinamay mo ung pagiging nognog mo binay ugh kainis yung tv ad,1
pag nakahabol si mar roxas kay du number naku sinasabi alam,1
kasalanan binay,1
wait lang di ba kayo natatakot biglag nawala limelight si binay like tvc topic wala pili pinas,0
understand people hates mar roxas ever done lol,0
binay gov ’ shortcomings effort save joselito zapanta url url,0
binay visits lp mayor ñaque accuses lp vote buying url via inquirer,0
binay hopes improvements next presidential debates url,0
exactly enough cory legacy ... serfdom duterte cayetano duterte nothing url,1
ari si binay sm,0
ahh si mar roxas pala e endorso dj,0
galit si duterte mandurukot ikakampanya si binay palalayain si arroyo pakawala si du number galit lang kay mar username,1
mama roxas seeing duterte interview cnn help clap hands including mama pili pinas number,0
duterte top brainer roxas second kinda fishy,2
pili pinas number,2
eleksyon number,0
expecting duterte first spot yung kay roxas santiago nakakapagtaka,0
pag si mar roxas nanalo dayaang nangyare dayaan moves,1
ombudsman talking jejomar binay,2
corruption number ph vote,2
url,1
mar roxas monday today cheat day iykwim ayaw dilaw,1
username username alangan kay kana man gd si monsenyor murag si binay ayjk ha,0
username number ps gastos pamumulitika po programa mabasag natin siklo kahirapan ph vote roxas roxas,0
nasatin parin yong talagah e bo vote natin diba pag ayaw nyo k mar roxas wag idamay si dj binabayaran lang,0
username si vp binay talga pilipino nakakaimot,2
binay,0
imbes itutuloy daang matuwid di natin sama samang sabihing pagagandahin daang matuwid roxas robredo po,0
makati pinupuhunan lagi binay patunay wala siyang nagawa nung vp,1
ayaw dilaw pagbabago ayaw madumi niyong mar roxas aquino,1
philippines number 0_number hotels restaurants bright smartmatic folks chose meet hotel mar roxas araneta center,0
mar roxas sashay away,1
watched binay new advertisement,2
wtf,1
po totoo umaatras sina bp binay sen poe yellow propaganda po,2
dayaang dilaw url,1
